data_id,state_id,indicator_id,categories_id,nfhs_id,state_name,state_acronym,category,indicator_name,nfhs_round,ST,Non-ST,Total
2333,21,53,7,2,Odisha,OD,"Birth Registration, Immunization and Child Health",Advice or treatment sought for children suffering from diarrhoea in last two weeks (%),NFHS V,55.6,73.7,68.4
2334,21,54,7,2,Odisha,OD,"Birth Registration, Immunization and Child Health",Children with diarrhoea in last two weeks who received ORS (%),NFHS V,56.6,69.5,65.7
2335,21,55,7,2,Odisha,OD,"Birth Registration, Immunization and Child Health",Children with diarrhoea in the last two weeks who received zinc (%),NFHS V,37.9,36.4,36.9
2336,21,56,7,2,Odisha,OD,"Birth Registration, Immunization and Child Health",Children with diarrhoea in the last two weeks who received both ORS and zinc (%),NFHS V,29.3,30.8,30.4
2337,21,57,7,2,Odisha,OD,"Birth Registration, Immunization and Child Health",Prevalence of symptoms of acute respiratory infection among children under age 5 years within the last two weeks preceding the survey (%),NFHS V,2.3,3.5,3.2
2338,21,58,7,2,Odisha,OD,"Birth Registration, Immunization and Child Health",Children under age 5 years with ARI Symptoms in last 2 weeks who sought medical treatment same/next day (%),NFHS V,31.1,48.4,44.8
2339,21,59,8,2,Odisha,OD,Child Nutrition,Children with low birth weight (<2500 g) (for births in the 5 years before the survey) (%),NFHS V,21.9,18.1,19.2
2340,21,60,8,2,Odisha,OD,Child Nutrition,Children under age three years breastfed within one hour of birth (%),NFHS V,71.3,67.3,68.5
2341,21,61,8,2,Odisha,OD,Child Nutrition,Children exclusively breastfed for 0-6 months (%),NFHS V,80.7,69.9,73.1
2342,21,62,8,2,Odisha,OD,Child Nutrition,Total children(6-23 months) receiving an adequate diet (%),NFHS V,19.5,19.9,19.8
2343,21,63,8,2,Odisha,OD,Child Nutrition,Children under 5 years who are stunted(height-for-age) (%),NFHS V,42.9,26,31
2344,21,64,8,2,Odisha,OD,Child Nutrition,Children under 5 years who are wasted(weight-for-height) (%),NFHS V,22.7,16.1,18.1
2345,21,65,8,2,Odisha,OD,Child Nutrition,Children under 5 years who are severely wasted(weight-for-height) (%),NFHS V,8.4,5.1,6.1
2346,21,66,8,2,Odisha,OD,Child Nutrition,Children under 5 years who are underweight(weight-for-age) (%),NFHS V,42.1,24.5,29.7
2347,21,67,8,2,Odisha,OD,Child Nutrition,Children under 5 years who are overweight(weight-for-height) (%),NFHS V,2.9,3.7,3.5
2348,21,68,8,2,Odisha,OD,Child Nutrition,Children aged 6 - 59 months who are anaemic (<11.0g/dl) (%),NFHS V,73.2,62,65.4
2349,21,69,8,2,Odisha,OD,Child Nutrition,Children under age 6 years who received food supplimentation from anganwadi centre in past 12 months (%),NFHS V,90,85.2,86.5
2350,21,70,8,2,Odisha,OD,Child Nutrition,Mothers of children under age 6 years who received any services from AWC while breastfeeding (%),NFHS V,95.8,92.9,93.8
2351,21,71,8,2,Odisha,OD,Child Nutrition,Children(6-59 months) who given deworming medication in past 6 months (%),NFHS V,42.1,39.9,40.5
2352,21,72,8,2,Odisha,OD,Child Nutrition,Children(6-59 months) who given iron supplimentation in past 7 days (%),NFHS V,31.7,29.5,30.1
2353,21,73,8,2,Odisha,OD,Child Nutrition,Children(0-59 months) who were weighed at anganwadi centre in last 12 months (%),NFHS V,90.1,86.6,87.6
2354,21,74,8,2,Odisha,OD,Child Nutrition,Children(0-59 months) who were weighed at anganwadi centre in last 12 months and their mother were counselled from AWC (%),NFHS V,85,83.3,83.8
2355,21,75,9,2,Odisha,OD,Nutritional Status of Adults,Women(15-49 years) whose BMI is below normal (BMI < 18.5 kg/m2) (%),NFHS V,30.7,17.7,20.9
2356,21,76,9,2,Odisha,OD,Nutritional Status of Adults,Men(15-49 years) whose BMI is below normal (BMI < 18.5 kg/m2) (%),NFHS V,18.7,14.1,15.3
2357,21,77,9,2,Odisha,OD,Nutritional Status of Adults,Women(15-49 years)  who are overweight or obese (BMI >= 25.0 kg/m2) (%),NFHS V,8.7,27.5,23
2358,21,78,9,2,Odisha,OD,Nutritional Status of Adults,Men(15-49 years) who are overweight or obese (BMI >= 25.0 kg/m2) (%),NFHS V,12.2,25.4,22
2359,21,79,9,2,Odisha,OD,Nutritional Status of Adults,Men(15-49 years) with increased risk of metabolic complication(Waist-to-hip ratio>0.90 cm) (%),NFHS V,46.5,58.4,55.4
2360,21,80,9,2,Odisha,OD,Nutritional Status of Adults,Women(15-49 years) with increased risk of metabolic complication(Waist-to-hip ratio>0.85 cm) (%),NFHS V,59.6,63.9,62.9
2361,21,81,9,2,Odisha,OD,Nutritional Status of Adults,Pregnant women(15-49 years) who are anaemic(<11.0 g/dl) (%),NFHS V,69,58.6,61.8
2362,21,82,9,2,Odisha,OD,Nutritional Status of Adults,Women(15-49 years) years who are anaemic(<12.0 g/dl) (%),NFHS V,71.7,61.9,64.3
2363,21,83,10,2,Odisha,OD,Diabetes,Women(15-49 years) with high blood sugar level(>140 mg/dl) or taking medicine to control blood sugar level (%),NFHS V,6.3,10.2,9.2
2364,21,84,10,2,Odisha,OD,Diabetes,Men(15-49 years) with high blood sugar level(>140 mg/dl) or taking medicine to control blood sugar level (%),NFHS V,11.8,18.8,17.1
2365,21,85,11,2,Odisha,OD,Hypertension,Women(15-49 years) with elevated blood pressure (Systolic >=140 mm of Hg and/or Diastolic >=90 mm of Hg) or taking medicine to control blood pressure (%),NFHS V,13.7,13.1,13.2
2366,21,86,11,2,Odisha,OD,Hypertension,Men(15-49 years) with elevated  blood pressure (Systolic >=140 mm of Hg and/or Diastolic >=90 mm of Hg) or taking medicine to control blood pressure,NFHS V,18.1,17.6,17.8
2367,21,87,12,2,Odisha,OD,Substance Use among Adults,Women age 15 years and above who use any kind of tobacco (%),NFHS V,35.4,23.1,26
2368,21,88,12,2,Odisha,OD,Substance Use among Adults,Men age 15 years and above who use any kind of tobacco (%),NFHS V,61.2,48.7,51.6
2369,21,89,12,2,Odisha,OD,Substance Use among Adults,Women age 15 years and above who consume alcohol (%),NFHS V,14.4,1.2,4.3
2370,21,90,12,2,Odisha,OD,Substance Use among Adults,Men age 15 years and above who consume alcohol (%),NFHS V,49.7,22.3,28.7
2371,21,91,13,2,Odisha,OD,Infectious Disease,Households with at least one mosquito net (%),NFHS V,91.1,78.1,81.3
2372,21,92,13,2,Odisha,OD,Infectious Disease,"Survey population suffering from Tuberculosis(per 100,000 population)",NFHS V,400,200,200
2373,21,93,13,2,Odisha,OD,Infectious Disease,Women(15-49 years) who have ever heard of tuberculosis (%),NFHS V,96.1,98.2,97.7
2374,21,94,13,2,Odisha,OD,Infectious Disease,Men(15-49 years) who have ever heard of tuberculosis (%),NFHS V,97.1,97.8,97.7
2375,21,95,14,2,Odisha,OD,Women's empowerment,Women(15-49 years) who worked in the last 12 months and were paid in cash (%),NFHS V,37.8,21.8,25.7
2376,21,96,14,2,Odisha,OD,Women's empowerment,Women owning a house and/or land (alone or jointly with others) (%),NFHS V,52.7,40.6,43.5
2377,21,97,14,2,Odisha,OD,Women's empowerment,Women having a bank or savings account that they themselves use (%),NFHS V,83.2,87.6,86.5
2378,21,98,14,2,Odisha,OD,Women's empowerment,Women having a mobile phone that they themselves use (%),NFHS V,33.4,55.4,50.1
2379,21,99,15,2,Odisha,OD,Gender based violence,Ever-married women(18-49 years) who have experienced physical violence ever (%),NFHS V,37.6,33,34.2
2380,21,100,15,2,Odisha,OD,Gender based violence,Ever-married women(18-49 years) who have experienced physical violence in past 12 months (%),NFHS V,27,21.1,22.6
2381,21,101,15,2,Odisha,OD,Gender based violence,Ever-married women(18-49 years) who have experienced physical violence during any pregnancy (%),NFHS V,4.5,3,3.3
2382,21,102,15,2,Odisha,OD,Gender based violence,Young women(18-29 years) who experienced sexual violence by age 18 (%),NFHS V,0.7,1.8,1
2383,21,103,16,2,Odisha,OD,Knowledge around STI/HIV,Women(15-49) ever heard of a sexually transmitted infection (%),NFHS V,95.3,98.6,97.8
2384,21,104,16,2,Odisha,OD,Knowledge around STI/HIV,Men(15-54 years) ever heard of a sexually transmitted infection (%),NFHS V,96.9,99,98.5
2385,21,105,16,2,Odisha,OD,Knowledge around STI/HIV,Women(15-49) ever heard of HIV-AIDS (%),NFHS V,95.3,98.5,97.7
2386,21,106,16,2,Odisha,OD,Knowledge around STI/HIV,Men(15-54 years) ever heard of a HIV-AIDS (%),NFHS V,96.5,98.9,98.3
2387,21,107,16,2,Odisha,OD,Knowledge around STI/HIV,Women(15-49 years) who have comprehensive knowledge about HIV (%),NFHS V,16,23.1,21.4
2388,21,108,16,2,Odisha,OD,Knowledge around STI/HIV,Men(15-54 years) who have comprehensive knowledge about HIV (%),NFHS V,18,26.7,24.6
2389,21,109,17,2,Odisha,OD,Adolescent health,Women(15-24 years) whose Body Mass Index is below normal (BMI < 18.5 kg/m2) (%),NFHS V,34.8,27.6,29.5
2390,21,110,17,2,Odisha,OD,Adolescent health,Women (15-24 years) years who are anaemic (<12.0 g/dl) (%),NFHS V,71.2,62.4,64.8
2391,21,111,17,2,Odisha,OD,Adolescent health,Women (15-24 years) with high Blood sugar level (>140 mg/dl) or taking medicine to control blood sugar level (%),NFHS V,2.8,4.2,3.8
2392,21,112,17,2,Odisha,OD,Adolescent health,Men(15-24 years) with high Blood sugar level (>140 mg/dl) or taking medicine to control blood sugar level (%),NFHS V,3.9,4.8,4.5
2393,21,113,17,2,Odisha,OD,Adolescent health,Women(15-24 years) with elevated blood pressure (Systolic >=140 mm of Hg and/or Diastolic >=90 mm of Hg) or taking medicine to control blood pressure (%),NFHS V,5.4,3.1,3.7
2394,21,114,17,2,Odisha,OD,Adolescent health,Men(15-24 years) with elevated blood pressure (Systolic >=140 mm of Hg and/or Diastolic >=90 mm of Hg) or taking medicine to control blood pressure (%),NFHS V,8.5,6.1,6.8
2395,8,1,1,2,Rajasthan,RJ,Population and household profile,"Sex ratio of the total population(females per 1,000 males)",NFHS V,1016,1008,1009
2396,8,2,1,2,Rajasthan,RJ,Population and household profile,"Sex ratio at birth for children(0-6 years) born in the last five years(females per 1,000 males)",NFHS V,868,898,894
2397,8,3,1,2,Rajasthan,RJ,Population and household profile,Population(6 years and above) who ever attended school(Male) (%),NFHS V,78.2,86.5,85.4
2398,8,4,1,2,Rajasthan,RJ,Population and household profile,Population(6 years and above) who ever attended school(Female) (%),NFHS V,55,64.8,63.5
2399,8,5,1,2,Rajasthan,RJ,Population and household profile,Women(15-49 years) with 10 or more years of schooling (%),NFHS V,23.8,34.9,33.4
2400,8,6,1,2,Rajasthan,RJ,Population and household profile,Women(20-24 years) married before age 18 years (%),NFHS V,25.1,24.7,24.8
2401,8,7,1,2,Rajasthan,RJ,Population and household profile,Household population having an Aadhaar Card (%),NFHS V,88.7,90.5,90.2
2402,8,8,1,2,Rajasthan,RJ,Population and household profile,Households having BPL card (%),NFHS V,43.8,20.3,23.6
2403,8,9,1,2,Rajasthan,RJ,Population and household profile,Households owning agricultural land (%),NFHS V,77.1,53.7,56.9
2404,8,10,1,2,Rajasthan,RJ,Population and household profile,Households with electricity (%),NFHS V,95.4,98.3,97.9
2405,8,11,1,2,Rajasthan,RJ,Population and household profile,Households with an improved drinking water source (%),NFHS V,92.7,97.1,96.4
2406,8,12,1,2,Rajasthan,RJ,Population and household profile,Households using improved sanitation facility (%),NFHS V,48.6,80.7,76.3
2407,8,13,1,2,Rajasthan,RJ,Population and household profile,"Households with no toilet facility, defecating in open space/field (%)",NFHS V,50.9,17.8,22.5
2408,8,14,1,2,Rajasthan,RJ,Population and household profile,Households using clean fuel for cooking (%),NFHS V,14.1,45.8,41.4
2409,8,15,1,2,Rajasthan,RJ,Population and household profile,Households having pucca house (%),NFHS V,35.3,57.5,54.4
2410,8,16,1,2,Rajasthan,RJ,Population and household profile,Households with presence of water and soap/detergent at handwashing place (%),NFHS V,56.1,78.5,75.3
2411,8,17,1,2,Rajasthan,RJ,Population and household profile,Households with any usual member covered by a health scheme or health insurance (%),NFHS V,90,87.5,87.8
2412,8,18,1,2,Rajasthan,RJ,Population and household profile,Household population having any form of disability (hearing/speech/visual/mental/locomotive/other) (%),NFHS V,0.7,0.7,0.7
2413,8,19,2,2,Rajasthan,RJ,Access to Communication/Mass Media,Households having access to internet (%),NFHS V,47.9,67.2,64.5
2414,8,20,2,2,Rajasthan,RJ,Access to Communication/Mass Media,Households owning a mobile/telephone (%),NFHS V,94,97.8,97.2
2415,8,21,2,2,Rajasthan,RJ,Access to Communication/Mass Media,"Women(15-49 years) with exposure to mass media i.e.,newspaper,TV,radio,watch movie in theatre (%)",NFHS V,30.6,54.1,51
2416,8,22,2,2,Rajasthan,RJ,Access to Communication/Mass Media,Women(15-49 years) using internet (%),NFHS V,20.4,39.6,36.9
2417,8,23,3,2,Rajasthan,RJ,Reproductive and Sexual Health,Menstruating woman(15-24 years) using hygienic method for blood stain prevention during menstruation (%),NFHS V,72.6,86.2,84.3
2418,8,24,3,2,Rajasthan,RJ,Reproductive and Sexual Health,Currently married women(15-49 years) using any family planning method (%),NFHS V,71,72.5,72.3
2419,8,25,3,2,Rajasthan,RJ,Reproductive and Sexual Health,Currently married women(15-49 years) using female sterilization (%),NFHS V,45.1,41.9,42.4
2420,8,26,3,2,Rajasthan,RJ,Reproductive and Sexual Health,Currently married women(15-49 years) using male sterilization (%),NFHS V,0.2,0.3,0.2
2421,8,27,3,2,Rajasthan,RJ,Reproductive and Sexual Health,Currently married women(15-49 years) using modern contraceptive obtained from public health facility (%),NFHS V,86,74.6,76
2422,8,28,3,2,Rajasthan,RJ,Reproductive and Sexual Health,Total unmet need among currently married women(15-49 years) (%),NFHS V,7.1,7.7,7.6
2423,8,29,3,2,Rajasthan,RJ,Reproductive and Sexual Health,Total unmet need for spacing among currently married women(15-49 years) (%),NFHS V,3.5,3.8,3.7
2424,8,30,4,2,Rajasthan,RJ,Maternity Care (for last birth in the 5 years before the survey),Women(15-19 years) who were already mothers or pregnant at the time of the survey (%),NFHS V,4.8,3.5,3.7
2425,8,31,4,2,Rajasthan,RJ,Maternity Care (for last birth in the 5 years before the survey),Mothers who had antenatal check-up in the first trimester (%),NFHS V,74.9,76.5,76.3
2426,8,32,4,2,Rajasthan,RJ,Maternity Care (for last birth in the 5 years before the survey),Mothers who had at least four antenatal care visits during last pregnancy (%),NFHS V,55.9,55.3,55.4
2427,8,33,4,2,Rajasthan,RJ,Maternity Care (for last birth in the 5 years before the survey),Mothers who consumed iron & folic acid for 100 days or more when they were pregnant (%),NFHS V,29.6,34.5,33.9
2428,8,34,4,2,Rajasthan,RJ,Maternity Care (for last birth in the 5 years before the survey),Mothers who had full antenatal care (%),NFHS V,17.8,22.3,21.7
2429,8,35,4,2,Rajasthan,RJ,Maternity Care (for last birth in the 5 years before the survey),Registered pregnancies for which the mother received Mother and Child Protection card (%),NFHS V,97.9,98.2,98.1
2430,8,36,4,2,Rajasthan,RJ,Maternity Care (for last birth in the 5 years before the survey),Mothers(15-49 years) who received advice on breastfeeding from any provider during pregnancy (%),NFHS V,68.3,57.2,58.7
2431,8,37,4,2,Rajasthan,RJ,Maternity Care (for last birth in the 5 years before the survey),Mothers(15-49 years) who received health and nutrition education from the AWC during pregnancy (%),NFHS V,70.6,53,55.4
2432,8,38,4,2,Rajasthan,RJ,Maternity Care (for last birth in the 5 years before the survey),Mothers(15-49 years) who received food supplements from the anganwadi center during pregnancy (%),NFHS V,77.5,58.2,60.8
2433,8,39,5,2,Rajasthan,RJ,Delivery Care (for births in the 5 years before the survey) ,Institutional births (%),NFHS V,94,95,94.9
2434,8,40,5,2,Rajasthan,RJ,Delivery Care (for births in the 5 years before the survey) ,Institutional births in public facility (%),NFHS V,84.6,75.8,77
2435,8,41,5,2,Rajasthan,RJ,Delivery Care (for births in the 5 years before the survey) ,Births delivered by caesarean section (%),NFHS V,4.5,11.3,10.4
2436,8,42,5,2,Rajasthan,RJ,Delivery Care (for births in the 5 years before the survey) ,Home births that were conducted by skilled health personnel (%),NFHS V,19.8,29.9,28.2
2437,8,43,5,2,Rajasthan,RJ,Delivery Care (for births in the 5 years before the survey) ,Births in a public health facility delivered by caesarean section (%),NFHS V,3.9,7.8,7.2
2438,8,44,5,2,Rajasthan,RJ,Delivery Care (for births in the 5 years before the survey) ,Mothers who received financial assistance under Janani Suraksha Yojana for births delivered in an institution (%),NFHS V,57.2,47,48.4
2439,8,45,5,2,Rajasthan,RJ,Delivery Care (for births in the 5 years before the survey) ,Average out of pocket expenditure per delivery in ANY health facility in INR,NFHS V,1847,3506,3266
2440,8,46,6,2,Rajasthan,RJ,Postnatal care (for births in the 5 years before the survey),Women who had first postnatal check-up within two days (%),NFHS V,88.6,85.9,86.3
2441,8,47,6,2,Rajasthan,RJ,Postnatal care (for births in the 5 years before the survey),Children born at home within the five years preceding the survey received PNC within 24 hours of delivery (%),NFHS V,0,0,0
2442,8,48,7,2,Rajasthan,RJ,"Birth Registration, Immunization and Child Health",Children under age 5 years whose birth was registered (%),NFHS V,90.3,91.5,91.4
2443,8,49,7,2,Rajasthan,RJ,"Birth Registration, Immunization and Child Health","Children(12-23 months) fully immunized (BCG, measles, and 3 doses of Polio and DPT) (%)",NFHS V,65.6,64.5,64.7
2444,8,50,7,2,Rajasthan,RJ,"Birth Registration, Immunization and Child Health",Children(12-23 months) who have received measles vaccine (%),NFHS V,77.7,73.8,74.4
2445,8,51,7,2,Rajasthan,RJ,"Birth Registration, Immunization and Child Health",Children(9-59 months) who received a vitamin A dose in last six months (%),NFHS V,28.6,29.5,29.3
2446,8,52,7,2,Rajasthan,RJ,"Birth Registration, Immunization and Child Health","Children under age five years suffered from diarrhoea in the last two weeks, preceding the survey (%)",NFHS V,5.6,6.2,6.1
2447,8,53,7,2,Rajasthan,RJ,"Birth Registration, Immunization and Child Health",Advice or treatment sought for children suffering from diarrhoea in last two weeks (%),NFHS V,80,86.7,85.8
2448,8,54,7,2,Rajasthan,RJ,"Birth Registration, Immunization and Child Health",Children with diarrhoea in last two weeks who received ORS (%),NFHS V,63,64.5,64.3
2449,8,55,7,2,Rajasthan,RJ,"Birth Registration, Immunization and Child Health",Children with diarrhoea in the last two weeks who received zinc (%),NFHS V,38,25.7,27.2
2450,8,56,7,2,Rajasthan,RJ,"Birth Registration, Immunization and Child Health",Children with diarrhoea in the last two weeks who received both ORS and zinc (%),NFHS V,30.6,20.1,21.5
2451,8,57,7,2,Rajasthan,RJ,"Birth Registration, Immunization and Child Health",Prevalence of symptoms of acute respiratory infection among children under age 5 years within the last two weeks preceding the survey (%),NFHS V,2,3.1,2.9
2452,8,58,7,2,Rajasthan,RJ,"Birth Registration, Immunization and Child Health",Children under age 5 years with ARI Symptoms in last 2 weeks who sought medical treatment same/next day (%),NFHS V,39.9,47.6,46.9
2453,8,59,8,2,Rajasthan,RJ,Child Nutrition,Children with low birth weight (<2500 g) (for births in the 5 years before the survey) (%),NFHS V,21.9,17,17.7
2454,8,60,8,2,Rajasthan,RJ,Child Nutrition,Children under age three years breastfed within one hour of birth (%),NFHS V,47.3,39.6,40.7
2455,8,61,8,2,Rajasthan,RJ,Child Nutrition,Children exclusively breastfed for 0-6 months (%),NFHS V,73.9,69.9,70.5
2456,8,62,8,2,Rajasthan,RJ,Child Nutrition,Total children(6-23 months) receiving an adequate diet (%),NFHS V,8.3,8.2,8.2
2457,8,63,8,2,Rajasthan,RJ,Child Nutrition,Children under 5 years who are stunted(height-for-age) (%),NFHS V,35.4,31.2,31.8
2458,8,64,8,2,Rajasthan,RJ,Child Nutrition,Children under 5 years who are wasted(weight-for-height) (%),NFHS V,18.7,16.4,16.8
2459,8,65,8,2,Rajasthan,RJ,Child Nutrition,Children under 5 years who are severely wasted(weight-for-height) (%),NFHS V,7.9,7.5,7.6
2460,8,66,8,2,Rajasthan,RJ,Child Nutrition,Children under 5 years who are underweight(weight-for-age) (%),NFHS V,31.9,26.9,27.6
2461,8,67,8,2,Rajasthan,RJ,Child Nutrition,Children under 5 years who are overweight(weight-for-height) (%),NFHS V,2.4,3.4,3.3
2462,8,68,8,2,Rajasthan,RJ,Child Nutrition,Children aged 6 - 59 months who are anaemic (<11.0g/dl) (%),NFHS V,75.5,70.8,71.5
2463,8,69,8,2,Rajasthan,RJ,Child Nutrition,Children under age 6 years who received food supplimentation from anganwadi centre in past 12 months (%),NFHS V,63.2,48.3,50.4
2464,8,70,8,2,Rajasthan,RJ,Child Nutrition,Mothers of children under age 6 years who received any services from AWC while breastfeeding (%),NFHS V,72.9,54.1,56.8
2465,8,71,8,2,Rajasthan,RJ,Child Nutrition,Children(6-59 months) who given deworming medication in past 6 months (%),NFHS V,11.2,12.6,12.4
2466,8,72,8,2,Rajasthan,RJ,Child Nutrition,Children(6-59 months) who given iron supplimentation in past 7 days (%),NFHS V,14.6,13,13.2
2467,8,73,8,2,Rajasthan,RJ,Child Nutrition,Children(0-59 months) who were weighed at anganwadi centre in last 12 months (%),NFHS V,59.9,48.5,50.1
2468,8,74,8,2,Rajasthan,RJ,Child Nutrition,Children(0-59 months) who were weighed at anganwadi centre in last 12 months and their mother were counselled from AWC (%),NFHS V,71.6,65.9,66.9
2469,8,75,9,2,Rajasthan,RJ,Nutritional Status of Adults,Women(15-49 years) whose BMI is below normal (BMI < 18.5 kg/m2) (%),NFHS V,24.8,18.8,19.5
2470,8,76,9,2,Rajasthan,RJ,Nutritional Status of Adults,Men(15-49 years) whose BMI is below normal (BMI < 18.5 kg/m2) (%),NFHS V,16.7,13.5,13.9
2471,8,77,9,2,Rajasthan,RJ,Nutritional Status of Adults,Women(15-49 years)  who are overweight or obese (BMI >= 25.0 kg/m2) (%),NFHS V,5.7,13.9,12.9
2472,8,78,9,2,Rajasthan,RJ,Nutritional Status of Adults,Men(15-49 years) who are overweight or obese (BMI >= 25.0 kg/m2) (%),NFHS V,10.3,15.6,14.9
2473,8,79,9,2,Rajasthan,RJ,Nutritional Status of Adults,Men(15-49 years) with increased risk of metabolic complication(Waist-to-hip ratio>0.90 cm) (%),NFHS V,35.7,43.2,42.2
2474,8,80,9,2,Rajasthan,RJ,Nutritional Status of Adults,Women(15-49 years) with increased risk of metabolic complication(Waist-to-hip ratio>0.85 cm) (%),NFHS V,62.7,58.5,59
2475,8,81,9,2,Rajasthan,RJ,Nutritional Status of Adults,Pregnant women(15-49 years) who are anaemic(<11.0 g/dl) (%),NFHS V,49.4,45.8,46.3
2476,8,82,9,2,Rajasthan,RJ,Nutritional Status of Adults,Women(15-49 years) years who are anaemic(<12.0 g/dl) (%),NFHS V,61.6,53.3,54.4
2477,8,83,10,2,Rajasthan,RJ,Diabetes,Women(15-49 years) with high blood sugar level(>140 mg/dl) or taking medicine to control blood sugar level (%),NFHS V,3.9,3.9,3.9
2478,8,84,10,2,Rajasthan,RJ,Diabetes,Men(15-49 years) with high blood sugar level(>140 mg/dl) or taking medicine to control blood sugar level (%),NFHS V,9.8,8.9,9
2479,8,85,11,2,Rajasthan,RJ,Hypertension,Women(15-49 years) with elevated blood pressure (Systolic >=140 mm of Hg and/or Diastolic >=90 mm of Hg) or taking medicine to control blood pressure (%),NFHS V,7.5,8.4,8.3
2480,8,86,11,2,Rajasthan,RJ,Hypertension,Men(15-49 years) with elevated  blood pressure (Systolic >=140 mm of Hg and/or Diastolic >=90 mm of Hg) or taking medicine to control blood pressure,NFHS V,10.5,11.6,11.5
2481,8,87,12,2,Rajasthan,RJ,Substance Use among Adults,Women age 15 years and above who use any kind of tobacco (%),NFHS V,9.5,6.5,6.9
2482,8,88,12,2,Rajasthan,RJ,Substance Use among Adults,Men age 15 years and above who use any kind of tobacco (%),NFHS V,50,40.8,42
2483,8,89,12,2,Rajasthan,RJ,Substance Use among Adults,Women age 15 years and above who consume alcohol (%),NFHS V,0.3,0.3,0.3
2484,8,90,12,2,Rajasthan,RJ,Substance Use among Adults,Men age 15 years and above who consume alcohol (%),NFHS V,16.9,10.1,11
2485,8,91,13,2,Rajasthan,RJ,Infectious Disease,Households with at least one mosquito net (%),NFHS V,5.5,3.9,4.1
2486,8,92,13,2,Rajasthan,RJ,Infectious Disease,"Survey population suffering from Tuberculosis(per 100,000 population)",NFHS V,200,200,200
2487,8,93,13,2,Rajasthan,RJ,Infectious Disease,Women(15-49 years) who have ever heard of tuberculosis (%),NFHS V,95.5,97.3,97.1
2488,8,94,13,2,Rajasthan,RJ,Infectious Disease,Men(15-49 years) who have ever heard of tuberculosis (%),NFHS V,96.4,96.7,96.6
2489,8,95,14,2,Rajasthan,RJ,Women's empowerment,Women(15-49 years) who worked in the last 12 months and were paid in cash (%),NFHS V,21.6,16.7,17.4
2490,8,96,14,2,Rajasthan,RJ,Women's empowerment,Women owning a house and/or land (alone or jointly with others) (%),NFHS V,30.5,25.9,26.6
2491,8,97,14,2,Rajasthan,RJ,Women's empowerment,Women having a bank or savings account that they themselves use (%),NFHS V,76.2,80.2,79.6
2492,8,98,14,2,Rajasthan,RJ,Women's empowerment,Women having a mobile phone that they themselves use (%),NFHS V,34,52.8,50.2
2493,8,99,15,2,Rajasthan,RJ,Gender based violence,Ever-married women(18-49 years) who have experienced physical violence ever (%),NFHS V,32.5,24.5,25.6
2494,8,100,15,2,Rajasthan,RJ,Gender based violence,Ever-married women(18-49 years) who have experienced physical violence in past 12 months (%),NFHS V,19.1,15.9,16.4
2495,8,101,15,2,Rajasthan,RJ,Gender based violence,Ever-married women(18-49 years) who have experienced physical violence during any pregnancy (%),NFHS V,2.2,1.8,1.9
2496,8,102,15,2,Rajasthan,RJ,Gender based violence,Young women(18-29 years) who experienced sexual violence by age 18 (%),NFHS V,0.8,0,0.6
2497,8,103,16,2,Rajasthan,RJ,Knowledge around STI/HIV,Women(15-49) ever heard of a sexually transmitted infection (%),NFHS V,89.8,91.7,91.5
2498,8,104,16,2,Rajasthan,RJ,Knowledge around STI/HIV,Men(15-54 years) ever heard of a sexually transmitted infection (%),NFHS V,95.5,97.7,97.4
2499,8,105,16,2,Rajasthan,RJ,Knowledge around STI/HIV,Women(15-49) ever heard of HIV-AIDS (%),NFHS V,87,90.6,90.1
2500,8,106,16,2,Rajasthan,RJ,Knowledge around STI/HIV,Men(15-54 years) ever heard of a HIV-AIDS (%),NFHS V,95.4,97.3,97
2501,8,107,16,2,Rajasthan,RJ,Knowledge around STI/HIV,Women(15-49 years) who have comprehensive knowledge about HIV (%),NFHS V,20.9,27.8,26.8
2502,8,108,16,2,Rajasthan,RJ,Knowledge around STI/HIV,Men(15-54 years) who have comprehensive knowledge about HIV (%),NFHS V,25.9,37.1,35.6
2503,8,109,17,2,Rajasthan,RJ,Adolescent health,Women(15-24 years) whose Body Mass Index is below normal (BMI < 18.5 kg/m2) (%),NFHS V,36.2,31.3,32
2504,8,110,17,2,Rajasthan,RJ,Adolescent health,Women (15-24 years) years who are anaemic (<12.0 g/dl) (%),NFHS V,64.8,56.3,57.4
2505,8,111,17,2,Rajasthan,RJ,Adolescent health,Women (15-24 years) with high Blood sugar level (>140 mg/dl) or taking medicine to control blood sugar level (%),NFHS V,2.4,1.6,1.7
2506,8,112,17,2,Rajasthan,RJ,Adolescent health,Men(15-24 years) with high Blood sugar level (>140 mg/dl) or taking medicine to control blood sugar level (%),NFHS V,2.2,2.2,2.2
2507,8,113,17,2,Rajasthan,RJ,Adolescent health,Women(15-24 years) with elevated blood pressure (Systolic >=140 mm of Hg and/or Diastolic >=90 mm of Hg) or taking medicine to control blood pressure (%),NFHS V,3.4,3.3,3.3
2508,8,114,17,2,Rajasthan,RJ,Adolescent health,Men(15-24 years) with elevated blood pressure (Systolic >=140 mm of Hg and/or Diastolic >=90 mm of Hg) or taking medicine to control blood pressure (%),NFHS V,4.1,5.1,5
2509,11,1,1,2,Sikkim,SK,Population and household profile,"Sex ratio of the total population(females per 1,000 males)",NFHS V,1030,969,990
